Ticker,Name,Year,ISIN Number,SIC Code,GICS Industry,Country or Territory of Domicile,Number of Employees,Total Assets,R&D Expense,R&D Expense Adjusted,Operating Expenses R&D,Cash and Cash Equivalents,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Tobin's Q Ratio,Return on Assets,Return on Common Equity,Gross Margin
APOG UW Equity,Apogee Enterprises Inc,2018,US0375981091,3231,201020,US,6700,1022.32,0,8,8,19.359,6.2016,14.0351,55.3571,2.5272,8.7979,15.803,25.1489
DBD UN Equity,Diebold Nixdorf Inc,2018,US2536511031,3578,452020,US,23000,4280.5,157.4,154.4,157.4,458.4,15.5039,19.2982,55.3571,1.0793,-11.1844,-46.5812,19.6305
DCI UN Equity,Donaldson Co Inc,2018,US2576511099,3564,201060,US,14000,1976.6,59.9,59.9,59.9,204.7,19.3798,22.807,55.3571,3.676,9.1146,21.1732,34.2257
ADM UN Equity,Archer-Daniels-Midland Co,2018,US0394831020,2070,302020,US,31600,40833,141,0,0,1997,41.0853,54.386,71.4286,1.096,4.4804,9.7067,6.4982
BHF UW Equity,Brighthouse Financial Inc,2018,US10922N1037,6311,403010,US,1260,206294,,,,4145,,8.3333,58.9286,0.9475,0.4019,5.9793,
DY UN Equity,Dycom Industries Inc,2018,US2674751019,1623,201030,US,,,,,,,,,,,,,
ESE UN Equity,ESCO Technologies Inc,2018,US2963151046,3669,201060,US,3117,1265.122,0,0,0,30.477,1.5504,19.2982,51.7857,1.7935,7.2963,12.8742,36.4427
ADP UW Equity,Automatic Data Processing Inc,2018,US0530151036,7374,451020,US,57000,38849.1,0,0,0,2170,17.8295,33.3333,58.9286,2.3932,4.9584,43.2669,41.3935
LMAT UQ Equity,LeMaitre Vascular Inc,2018,US5255582018,3841,351010,US,483,153.088,8.197,8.197,8.197,26.318,,3.5088,51.7857,3.1773,16.4224,19.1188,70.0392
AZO UN Equity,AutoZone Inc,2018,US0533321024,5531,255040,US,90000,9346.98,0,0,0,217.824,3.876,19.2982,51.7857,3.2847,14.3769,,53.2368
FSS UN Equity,Federal Signal Corp,2018,US3138551086,3711,201060,US,3300,1023.8,13,13,13,37.4,21.7054,14.0351,55.3571,1.6524,9.3249,19.038,25.8926
AVY UN Equity,Avery Dennison Corp,2018,US0536111091,2670,151030,US,32000,5177.5,98.2,98.2,98.2,232,40.3101,38.5965,55.3571,2.2691,9.0631,46.7096,26.7565
FCF UN Equity,First Commonwealth Financial Corp,2018,US3198291078,6021,401010,US,1426,7828.255,,,,95.934,,3.3333,55.3571,1.0274,1.4204,11.5371,
MODV UW Equity,ModivCare Inc,2018,US60783X1046,4700,351020,US,4000,569.645,0,0,0,5.678,1.5504,19.2982,51.7857,1.8043,-2.9804,-7.7812,9.4845
JACK UW Equity,Jack in the Box Inc,2018,US4663671091,5812,253010,US,5200,823.397,0,0,0,2.705,5.2083,19.2982,55.3571,4.3388,11.7942,,60.741
PAYC UN Equity,Paycom Software Inc,2018,US70432V1026,7372,451030,US,3050,1521.926,46.247,46.247,46.247,45.718,1.5504,22.807,51.7857,5.3884,8.9233,44.5016,83.9736
HPP UN Equity,Hudson Pacific Properties Inc,2018,US4440971095,6798,601010,US,311,7070.879,,,,53.74,24.031,19.2982,51.7857,1.1333,1.4327,2.7318,
GATX UN Equity,GATX Corp,2018,US3614481030,4700,201070,US,2225,7616.7,0,0,0,100.2,1.5504,19.2982,55.3571,1.1056,2.81,11.8018,39.4371
BLL UN Equity,Ball Corp,2018,US0584981064,3411,151030,US,17500,16554,0,0,0,721,53.4884,54.386,76.7857,1.7223,2.6925,12.2719,19.8195
AJRD UN Equity,Aerojet Rocketdyne Holdings Inc,2018,US0078001056,3760,201010,US,5004,2490.1,682.1,0,0,735.3,0.7752,14.0351,51.7857,1.9174,5.7825,52.4346,18.2763
KEYS UN Equity,Keysight Technologies Inc,2018,US49338L1035,3823,452030,US,12900,5824,607,606,607,913,51.1628,50.8772,66.0714,2.4542,2.8068,6.9576,54.7189
GDOT UN Equity,Green Dot Corp,2018,US39304D1028,6199,402020,US,1100,2287.118,0,0,0,1094.728,,14.0351,51.7857,2.4421,5.2937,14.1789,
GGG UN Equity,Graco Inc,2018,US3841091040,3561,201060,US,3700,1472.741,63.124,63.124,63.124,132.118,2.3256,24.5614,55.3571,5.1012,23.822,46.2466,53.3807
BK UN Equity,Bank of New York Mellon Corp/The,2018,US0640581007,6022,402030,US,51300,362873,228,,,73852,55.3571,36.6667,80.3571,1.0225,1.1614,10.8935,
AVNS UN Equity,Avanos Medical Inc,2018,US05350V1061,3842,351010,US,4700,1833.4,41.8,41.8,41.8,384.5,10.0775,38.5965,60.7143,1.4515,2.8541,4.5769,59.9264
HAE UN Equity,Haemonetics Corp,2018,US4050241003,3841,351010,US,3136,1237.339,39.228,39.228,39.228,180.169,1.5504,14.0351,55.3571,3.4868,3.681,6.1087,45.5689
AVNT UN Equity,Avient Corp,2018,US05368V1061,2821,151010,US,6600,2723.3,49.6,49.6,49.6,170.9,46.5116,38.5965,66.0714,1.6177,5.8873,28.072,21.6869
MTX UN Equity,Minerals Technologies Inc,2018,US6031581068,2810,151010,US,3720,3087.1,22.7,22.7,22.7,208.8,28.6822,24.5614,60.7143,1.1468,5.5799,12.9741,25.5256
BAX UN Equity,Baxter International Inc,2018,US0718131099,3841,351010,US,50000,15720,654,618,654,1838,63.5659,43.8596,71.4286,2.649,9.4179,18.2225,42.8777
TPX UN Equity,Tempur Sealy International Inc,2018,US88023U1016,2510,252010,US,6200,2715.4,21.9,21.9,21.9,45.8,1.5504,19.2982,55.3571,1.7519,3.7158,61.4491,41.4629
HE UN Equity,Hawaiian Electric Industries Inc,2018,US4198701009,4911,551010,US,3898,13104.051,0,,,169.208,25.5172,29.6875,55.3571,1.1393,1.5888,9.4737,51.0692
BDX UN Equity,Becton Dickinson and Co,2018,US0758871091,3841,351010,US,76032,53904,1004,1027,1004,1140,44.186,29.8246,60.7143,1.9552,0.6788,1.0969,45.4796
MTH UN Equity,Meritage Homes Corp,2018,US59001A1025,1531,252010,US,1615,3365.479,0,0,0,311.466,3.876,19.2982,51.7857,0.9041,6.8714,13.7878,18.4315
VREX UW Equity,Varex Imaging Corp,2018,US92214X1063,3844,351010,US,2000,987.9,83,83,83,51.9,52.7132,47.3684,76.7857,1.6718,2.712,6.8306,32.8291
HMN UN Equity,Horace Mann Educators Corp,2018,US4403271046,6331,403010,US,1478,11031.896,,,,11.906,15.1786,31.6667,60.7143,1.0221,0.165,1.3139,
BRK/B UN Equity,Berkshire Hathaway Inc,2018,US0846707026,6331,402010,US,389373,707794,0,0,0,111867,,3.5088,51.7857,1.2168,0.5704,1.1538,14.2664
CHDN UW Equity,Churchill Downs Inc,2018,US1714841087,7948,253010,US,4100,1725.2,0.9,0.9,0.9,133.3,,14.0351,55.3571,2.6298,17.2746,63.3621,28.7116
UBA UN Equity,Urstadt Biddle Properties Inc,2018,US9172862057,6798,601010,US,16,1008.233,,,,10.285,,8.7719,51.7857,1.3938,3.7375,6.3891,
BBY UN Equity,Best Buy Co Inc,2018,US0865161014,5731,255040,US,125000,13049,0,0,0,1101,53.125,43.8596,66.0714,2.2681,7.4336,24.0356,23.43
HUBB UN Equity,Hubbell Inc,2018,US4435106079,3640,201040,US,19700,4872.1,,,,189,1.5504,19.2982,55.3571,1.7502,8.3839,21.0203,29.0158
KSU UN Equity,Kansas City Southern,2018,US4851703029,4011,203040,US,7200,9469.8,0,0,0,100.5,51.1628,43.8596,60.7143,1.5093,6.7215,13.4159,
HRB UN Equity,H&R Block Inc,2018,US0936711052,7200,253020,US,2700,3140.949,0,0,0,1544.944,,3.5088,57.1429,2.7167,21.016,40.3294,44.9441
BOOT UN Equity,Boot Barn Holdings Inc,2018,US0994061002,5661,255040,US,1200,587.941,0,0,0,9.016,2.3256,24.5614,51.7857,1.4582,5.0071,14.6403,30.6682
IDA UN Equity,IDACORP Inc,2018,US4511071064,4911,551010,US,1981,6382.754,0,,,267.492,24.1379,32.8125,55.3571,1.3634,3.6498,9.8145,65.7766
IT UN Equity,Gartner Inc,2018,US3666511072,8741,451020,US,15173,6201.474,0,0,0,156.368,1.5504,19.2982,51.7857,2.712,1.8162,13.3524,63.0533
BSX UN Equity,Boston Scientific Corp,2018,US1011371077,3841,351010,US,32000,20999,1113,1052,1113,146,47.2868,43.8596,57.1429,2.9146,8.3464,21.2352,71.3733
IEX UN Equity,IDEX Corp,2018,US45167R1041,3561,201060,US,7352,3473.857,48,0,0,466.407,16.2791,49.1228,55.3571,3.1864,11.9466,21.1571,45.0099
BMY UN Equity,Bristol-Myers Squibb Co,2018,US1101221083,2834,352020,US,23300,34986,6332,4062,6332,6911,33.3333,28.0702,66.0714,3.0118,14.3572,38.181,71.3355
INT UN Equity,World Fuel Services Corp,2018,US9814751064,5172,101020,US,5000,5676.9,0,0,0,211.7,3.1008,19.2982,51.7857,0.9329,2.2673,7.22,2.5622
BF/B UN Equity,Brown-Forman Corp,2018,US1156372096,2080,302010,US,4800,4976,0,0,0,239,38.7597,43.8596,69.6429,6.1538,14.9359,53.3879,67.7956
MIME UW Equity,Mimecast Ltd,2018,GB00BYT5JK65,7372,451030,US,1200,358.398,38.373,38.373,38.373,78.339,,,,6.5438,-4.3941,-13.4862,73.3869
HR UN Equity,Healthcare Realty Trust Inc,2018,US4219461047,6798,601010,US,277,3191.247,,,,8.381,13.9535,28.0702,51.7857,1.5785,2.1855,3.9795,
CTRA UN Equity,Coterra Energy Inc,2018,US1270971039,1311,101020,US,303,4198.829,0,0,0,2.287,6.6116,25,69.6429,2.7526,12.4811,24.1559,45.5843
CPB UN Equity,Campbell Soup Co,2018,US1344291091,2000,302020,US,23000,14529,91,91,91,49,50.3876,57.8947,66.0714,1.7543,2.3455,17.3942,35.8881
CONN UW Equity,Conn's Inc,2018,US2082421072,5731,255040,US,4000,1900.799,0,0,0,9.286,2.0833,14.0351,50,1.2692,0.3364,1.2277,52.4849
CCS UN Equity,Century Communities Inc,2018,US1565043007,1531,252010,US,1389,2254.255,0,0,0,32.902,1.5504,19.2982,51.7857,0.8497,4.8357,12.0904,18.7184
CCL UN Equity,Carnival Corp,2018,PA1436583006,4400,253010,US,88000,42401,0,0,0,982,47.2868,49.1228,66.0714,1.4132,7.5788,12.9555,90.9751
KMT UN Equity,Kennametal Inc,2018,US4891701009,3541,201060,US,10491,2925.737,38.9,0,0,556.153,14.7287,45.614,55.3571,1.5936,7.4956,18.1026,34.6357
LUMN UN Equity,Lumen Technologies Inc,2018,US5502411037,4813,501010,US,45000,70256,0,0,0,488,41.4634,29.6875,55.3571,0.9507,-2.3761,-8.0011,55.7174
LZB UN Equity,La-Z-Boy Inc,2018,US5053361078,2510,252010,US,9000,892.967,7.9,0,0,134.515,39.5349,22.807,55.3571,1.8496,9.0768,13.3864,39.3162
SR UN Equity,Spire Inc,2018,US84857L1017,4924,551020,US,3366,6843.6,0,,,4.4,8.9655,7.8125,55.3571,1.215,3.1993,10.0643,60.8092
PRI UN Equity,Primerica Inc,2018,US74164M1080,6311,403010,US,1899,12595.048,,,,262.138,5.3571,36.6667,60.7143,1.2152,2.587,22.3702,
GWB UN Equity,Great Western Bancorp Inc,2018,US3914161043,6022,401010,US,1542,12116.808,,,,168.119,,13.3333,55.3571,1.0532,1.3266,8.784,
MDC UN Equity,MDC Holdings Inc,2018,US5526761086,1531,252010,US,1581,3001.077,0,0,0,463.776,1.5504,8.7719,51.7857,1.0052,7.2917,14.0463,19.962
CLF UN Equity,Cleveland-Cliffs Inc,2018,US1858991011,1000,151040,US,2926,3529.6,0,0,0,823.2,42.6357,28.0702,58.9286,1.5173,34.8018,,34.711
COR UN Equity,CoreSite Realty Corp,2018,US21870Q1058,6798,601010,US,233,1853.667,,,,2.599,14.7287,38.5965,51.7857,2.6586,4.4792,53.0849,
ALE UN Equity,ALLETE Inc,2018,US0185223007,4931,551010,US,1852,5165,0,,,69.1,16.5517,25,51.7857,1.3352,3.3987,8.2434,58.261
CLX UN Equity,Clorox Co/The,2018,US1890541097,2842,303010,US,8700,5060,132,132,132,131,38.7597,54.386,69.6429,4.2774,17.0871,129.8107,43.6806
MLI UN Equity,Mueller Industries Inc,2018,US6247561029,3350,201060,US,5134,1369.549,0,0,0,72.616,3.1008,8.7719,46.4286,1.5688,7.7673,19.5165,14.2542
CMS UN Equity,CMS Energy Corp,2018,US1258961002,4931,551030,US,8625,24529,0,,,153,45.5172,57.8125,58.9286,1.3798,2.7617,14.2888,55.5071
BANF UW Equity,BancFirst Corp,2018,US05945F1030,6021,401010,US,1906,7574.258,,,,228.431,1.7857,3.3333,51.7857,1.0956,1.697,14.992,
NFG UN Equity,National Fuel Gas Co,2018,US6361801011,4924,551020,US,2105,6036.486,0,0,0,229.606,4.1322,3.125,58.9286,1.4773,6.4502,21.5059,78.7889
NPK UN Equity,National Presto Industries Inc,2018,US6372151042,3484,201010,US,949,413.618,0,0,0,56.847,1.5504,8.7719,51.7857,2.0882,9.6767,10.9051,23.4702
CL UN Equity,Colgate-Palmolive Co,2018,US1941621039,2844,303010,US,34500,12161,277,277,277,726,51.938,73.6842,71.4286,5.2318,19.326,,59.3863
NJR UN Equity,New Jersey Resources Corp,2018,US6460251068,4924,551020,US,1086,4143.664,0,,,1.458,12.4138,25,60.7143,1.6399,5.7837,17.5805,21.9466
CMA UN Equity,Comerica Inc,2018,US2003401070,6021,401010,US,7865,70818,,,,1390,48.2143,50,71.4286,1.0493,1.7347,15.863,
NMIH UQ Equity,NMI Holdings Inc,2018,US6292093050,6351,401020,US,304,1092.043,,,,25.294,,18.3333,55.3571,1.4416,10.8639,17.8307,
OGE UN Equity,OGE Energy Corp,2018,US6708371033,4911,551010,US,2292,10748.6,0,,,94.3,33.1034,20.3125,58.9286,1.3555,4.0215,10.8322,60.688
OLN UN Equity,Olin Corp,2018,US6806652052,2800,151010,US,6500,8997.4,14.9,14.9,14.9,178.8,9.3023,24.5614,55.3571,1.0547,3.6002,11.7403,16.1817
CAG UN Equity,Conagra Brands Inc,2018,US2058871029,2000,302020,US,12400,10389.5,0,,,128,43.4109,38.5965,71.4286,2.1122,7.8923,21.0878,29.6222
CNXC UW Equity,Concentrix Corp,2018,US20602D1019,7389,451020,US,,4766.993,0,,,123.389,,,,,,,38.0631
VBTX UQ Equity,Veritex Holdings Inc,2018,US9234511080,6022,401010,US,334,3208.55,,,,84.449,1.7857,18.3333,51.7857,0.9962,1.2785,7.7175,
OMI UN Equity,Owens & Minor Inc,2018,US6907321029,5047,351020,US,17900,3773.788,0,0,0,103.367,1.5504,3.5088,51.7857,0.9671,-12.224,-56.9806,11.3666
ED UN Equity,Consolidated Edison Inc,2018,US2091151041,4931,551030,US,15591,53920,24,,,895,37.2414,51.5625,58.9286,1.145,2.709,8.5988,76.1044
AAN UN Equity,Aaron's Co Inc/The,2018,US00258W1080,7359,255040,US,10800,1632.812,0,,,12.006,,,,,3.2049,6.6706,60.5423
OXM UN Equity,Oxford Industries Inc,2018,US6914973093,2320,252030,US,5900,699.941,0,0,0,6.343,6.2016,8.7719,55.3571,2.2912,9.3986,16.1523,56.4008
XRX UW Equity,Xerox Holdings Corp,2018,US98421M1062,3577,452020,US,32400,14874,397,397,397,1081,64.3411,49.1228,62.5,0.9663,2.3426,6.7189,40.0435
SCI UN Equity,Service Corp International/US,2018,US8175651046,7200,253020,US,16129,12693.243,0,0,0,198.85,,19.2982,51.7857,1.4462,3.4996,29.3127,23.8332
BIG UN Equity,Big Lots Inc,2018,US0893021032,5331,255030,US,11000,1651.726,0,0,0,51.176,6.25,14.0351,55.3571,2.0602,11.6482,28.7577,40.6971
PKE UN Equity,Park Aerospace Corp,2018,US70014A1043,3728,201010,US,387,173.06,0,0,0,18.254,1.5504,14.0351,51.7857,2.2255,8.5521,12.9493,23.7949
AFG UN Equity,American Financial Group Inc/OH,2018,US0259321042,6331,403010,US,6700,63456,,,,1515,,3.3333,51.7857,1.0491,0.8541,10.2913,
GLW UN Equity,Corning Inc,2018,US2193501051,3357,452030,US,51500,27505,993,984,993,2355,37.9845,24.5614,55.3571,1.4477,3.8764,7.7782,39.5128
PVH UN Equity,PVH Corp,2018,US6936561009,2320,252030,US,19600,11885.7,0,0,0,493.9,27.1318,43.8596,64.2857,1.5152,4.686,10.4014,54.902
CMI UN Equity,Cummins Inc,2018,US2310211063,3510,201060,US,62610,19062,902,902,902,1303,53.4884,54.386,71.4286,1.7194,11.5303,29.3147,24.1344
AEL UN Equity,American Equity Investment Life Holding,2018,US0256762065,6311,403010,US,554,61625.564,,,,344.396,,18.3333,51.7857,1.002,0.7408,17.4507,
DHR UN Equity,Danaher Corp,2018,US2358511028,3823,352030,US,71000,47832.5,1059,1059,1059,787.8,14.7287,14.0351,51.7857,1.9225,5.6117,9.7082,55.7511
PCH UW Equity,PotlatchDeltic Corp,2018,US7376301039,2621,601010,US,1471,2325.852,0,0,0,76.639,,19.2982,58.9286,1.3539,7.4951,16.2183,27.3897
TGT UN Equity,Target Corp,2018,US87612E1064,5331,255030,US,360000,40303,0,0,0,2643,58.3333,49.1228,71.4286,1.6914,7.4974,25.783,29.6903
RJF UN Equity,Raymond James Financial Inc,2018,US7547301090,6211,402030,US,13900,37413,,,,3500,5.3571,8.3333,51.7857,1.1881,2.3708,14.3267,
DE UN Equity,Deere & Co,2018,US2441991054,3523,201060,US,74000,70108,1658,1658,1658,3904,17.0543,38.5965,60.7143,1.4431,3.4851,22.7197,31.5515
VRA UW Equity,Vera Bradley Inc,2018,US92335C1062,3100,252030,US,2730,350.669,0,0,0,68.751,,19.2982,51.7857,1.1299,1.9376,2.4658,55.8694
RLI UN Equity,RLI Corp,2018,US7496071074,#N/A N/A,403010,US,912,3105.065,,,,30.14,1.7857,13.3333,51.7857,1.729,2.1208,7.7304,
D UN Equity,Dominion Energy Inc,2018,US25746U1097,4911,551030,US,21300,77914,0,,,268,60,51.5625,66.0714,1.3665,3.1677,13.1386,69.5241
ROL UN Equity,Rollins Inc,2018,US7757111049,7340,202010,US,13734,1094.124,0,0,0,115.485,1.5504,14.0351,51.7857,11.1487,21.775,33.9226,50.8973
DOV UN Equity,Dover Corp,2018,US2600031080,3530,201060,US,24000,8365.771,143,0,0,396.221,36.4341,14.0351,57.1429,1.8981,5.9952,15.9474,36.6063
SPNT UN Equity,SiriusPoint Ltd,2018,BMG8192H1060,6331,403010,BM,31,3086.234,,,,104.183,,8.3333,55.3571,0.9022,-8.19,-22.2111,
HTH UN Equity,Hilltop Holdings Inc,2018,US4327481010,6022,401010,US,5200,13683.572,,,,644.073,,8.3333,55.3571,0.9795,0.8979,6.2898,
TRUP UQ Equity,Trupanion Inc,2018,US8982021060,6324,403010,US,586,207.51,9.248,9.248,9.248,26.552,,3.5088,51.7857,4.5522,-0.5916,-1.0439,16.8992
SJI UN Equity,South Jersey Industries Inc,2018,US8385181081,4924,551020,US,1100,5956.577,0,,,30.03,13.7931,46.875,51.7857,1.1864,0.3597,1.4363,35.6983
DUK UN Equity,Duke Energy Corp,2018,US26441C2044,4931,551010,US,30083,145392,0,,,442,64.1379,57.8125,69.6429,1.1302,1.8821,6.2322,69.2998
SWX UN Equity,Southwest Gas Holdings Inc,2018,US8448951025,4923,551020,US,2312,7357.729,0,,,85.361,4.1379,17.1875,58.9286,1.2453,2.6816,8.9641,37.2546
ETN UN Equity,Eaton Corp PLC,2018,IE00B8KQN827,3590,201040,US,99000,31092,584,584,584,283,48.062,43.8596,69.6429,1.4174,6.7331,12.8597,32.8474
SMP UN Equity,Standard Motor Products Inc,2018,US8536661056,3714,251010,US,4200,843.132,0,0,0,11.138,,14.0351,51.7857,1.7344,5.2742,9.3398,28.6422
LPG UN Equity,Dorian LPG Ltd,2018,MHY2106R1100,4412,101020,US,69,1736.1102,0,0,0,103.5057,8.5271,12.2807,51.7857,0.685,-1.1717,-2.1081,17.2457
ECL UN Equity,Ecolab Inc,2018,US2788651006,#N/A N/A,151010,US,49000,20074.5,216,216,216,114.7,61.2403,43.8596,76.7857,2.7131,7.1387,18.3373,41.1932
PKI UN Equity,PerkinElmer Inc,2018,US7140461093,3826,352030,US,12500,5975.522,193.998,193.998,193.998,163.111,27.1318,28.0702,55.3571,1.9979,3.9434,9.3522,48.27
SXI UN Equity,Standex International Corp,2018,US8542311076,3580,201060,US,5600,916.937,4.5,4.5,4.5,109.602,2.3256,22.807,55.3571,1.9245,4.1022,8.5179,34.9927
MXL UN Equity,MaxLinear Inc,2018,US57776J1007,3674,453010,US,739,743.593,120.046,120.046,120.046,73.142,,14.0351,51.7857,2.1084,-3.3407,-6.6549,54.2274
SF UN Equity,Stifel Financial Corp,2018,US8606301021,6211,402030,US,7500,24519.598,,,,1936.56,1.7857,5,55.3571,0.9965,1.7165,13.4258,
EMR UN Equity,Emerson Electric Co,2018,US2910111044,3600,201040,US,87500,20390,436,0,0,1093,27.907,42.1053,64.2857,2.9243,11.0208,24.942,42.693
RGR UN Equity,Sturm Ruger & Co Inc,2018,US8641591081,3484,252020,US,1830,335.532,8.5,8.5,8.5,38.492,,14.0351,58.9286,2.9816,16.434,20.6043,27.1083
EOG UN Equity,EOG Resources Inc,2018,US26875P1012,1311,101020,US,2800,33934.474,0,0,0,1555.634,30.5785,57.8125,58.9286,1.92,10.7234,19.1825,60.7562
ETR UN Equity,Entergy Corp,2018,US29364G1031,4911,551010,US,13688,48275.066,0,,,480.975,38.6207,59.375,71.4286,1.1539,1.8162,10.081,65.4243
EFX UN Equity,Equifax Inc,2018,US2944291051,7320,202020,US,10900,7153.2,0,0,0,223.6,1.5504,14.0351,60.7143,2.1357,4.3165,9.8851,57.7855
THO UN Equity,Thor Industries Inc,2018,US8851601018,3716,251020,US,17500,2778.665,0,0,0,275.249,1.5504,29.8246,55.3571,2.1034,16.1208,24.4802,13.9834
EQT UN Equity,EQT Corp,2018,US26884L1098,1311,101020,US,863,20721.344,0,0,0,3.487,54.5455,67.1875,66.0714,0.7031,-8.9347,-18.4907,23.2689
PK UN Equity,Park Hotels & Resorts Inc,2018,US7005171050,7011,601010,US,517,9363,,,,410,38.7597,33.3333,57.1429,0.9568,4.9484,8.1079,
WBA UW Equity,Walgreens Boots Alliance Inc,2018,US9314271084,5912,301010,US,354000,68124,0,0,0,785,37.5,43.8596,73.2143,1.5765,7.4911,18.7908,23.4094
CTVA UN Equity,Corteva Inc,2018,US22052L1044,#N/A N/A,151010,US,,108683,1355,1355,1355,2270,,,,,,,30.3703
TR UN Equity,Tootsie Roll Industries Inc,2018,US8905161076,2060,302020,US,2000,947.361,0,0,0,110.899,,14.0351,51.7857,2.4655,6.0579,7.6651,36.2624
TTC UN Equity,Toro Co/The,2018,US8910921084,3524,201060,US,6715,1570.984,83.5,0,0,289.124,15.5039,22.807,55.3571,4.3607,17.7461,42.292,35.935
TG UN Equity,Tredegar Corp,2018,US8946501009,3350,151010,US,3200,707.373,18.707,18.707,18.707,34.397,,14.0351,55.3571,1.2422,3.3958,7.1116,19.1752
FDX UN Equity,FedEx Corp,2018,US31428X1063,4513,203010,US,227000,52330,0,0,0,3265,73.6434,43.8596,60.7143,1.8953,9.0641,25.7657,21.5462
UGI UN Equity,UGI Corp,2018,US9026811052,4932,551020,US,7700,11980.9,0,,,452.6,24.1379,26.5625,64.2857,1.4973,6.1002,21.0002,46.7417
M UN Equity,Macy's Inc,2018,US55616P1049,5311,255030,US,130000,19381,0,0,0,1455,25,22.807,55.3571,1.0987,7.9363,31.1642,40.794
UNF UN Equity,UniFirst Corp/MA,2018,US9047081040,7200,202010,US,14000,1843.386,0,0,0,270.512,,8.7719,51.7857,2.0988,8.9499,11.2328,37.7111
FMC UN Equity,FMC Corp,2018,US3024913036,2800,151010,US,7300,9974.3,287.7,287.7,287.7,161.7,44.186,43.8596,75,1.668,5.2355,17.2224,43.8662
F UN Equity,Ford Motor Co,2018,US3453708600,3711,251020,US,199000,256540,8200,0,0,16718,75.969,57.8947,66.0714,0.9788,1.4279,10.2839,9.1095
CHCT UN Equity,Community Healthcare Trust Inc,2018,US20369C1062,6798,601010,US,16,426.57,,,,2.007,,8.7719,51.7857,1.6226,1.084,1.2043,
SXT UN Equity,Sensient Technologies Corp,2018,US81725T1007,2860,151010,US,4113,1824.94,43,40.9,40.9,31.901,8.5271,17.5439,51.7857,1.821,8.8672,18.3805,33.6115
MDLZ UW Equity,Mondelez International Inc,2018,US6092071058,2000,302020,US,80000,62729,362,0,0,1100,46.5116,29.8246,69.6429,1.5172,5.2782,12.8489,39.9106
NEE UN Equity,NextEra Energy Inc,2018,US65339F1012,4911,551010,US,14200,103702,0,,,638,37.931,28.125,64.2857,1.4719,6.5832,21.2825,77.6888
UHT UN Equity,Universal Health Realty Income Trust,2018,US91359E1055,6798,601010,US,,483.756,,,,5.036,1.5504,3.5088,51.7857,2.3334,4.9696,11.8268,
BEN UN Equity,Franklin Resources Inc,2018,US3546131018,6282,402030,US,9700,14383.5,,,,6910.6,10.7143,26.6667,60.7143,1.4093,4.7898,6.6326,
PYPL UW Equity,PayPal Holdings Inc,2018,US70450Y1038,7389,451020,US,21800,43332,1831,1831,1831,7575,28.6822,49.1228,55.3571,2.9232,4.8914,13.1103,
THRM UW Equity,Gentherm Inc,2018,US37253A1034,3714,251010,US,13755,803.047,79.9,79.9,79.9,39.62,6.9767,24.5614,51.7857,2.0882,4.9689,8.1076,29.0755
UVV UN Equity,Universal Corp/VA,2018,US9134561094,5150,302030,US,24000,2168.632,0,0,0,234.128,12.4031,14.0351,55.3571,0.9385,4.9236,8.0381,18.287
FCX UN Equity,Freeport-McMoRan Inc,2018,US35671D8570,#N/A N/A,151040,US,26800,42216,0,0,0,4217,52.7132,52.6316,66.0714,1.1218,6.5444,29.2771,27.711
PBF UN Equity,PBF Energy Inc,2018,US69318G1067,2911,101020,US,3266,8005.4,0,0,0,597.3,10.0775,29.8246,51.7857,1.1549,1.5915,5.1185,8.547
TGNA UN Equity,TEGNA Inc,2018,US87901J1051,4833,502010,US,5336,5276.842,0,0,0,135.862,8.5271,8.7719,58.9286,1.1903,7.924,34.7321,51.7083
GPS UN Equity,Gap Inc/The,2018,US3647601083,5651,255040,US,135000,7989,0,0,0,1783,31.25,45.614,60.7143,2.169,10.8725,28.0423,38.2592
AVA UN Equity,Avista Corp,2018,US05379B1070,4931,551030,US,1948,5782.576,0,,,14.656,18.6207,32.8125,58.9286,1.1759,2.4152,7.7892,64.5831
GD UN Equity,General Dynamics Corp,2018,US3695501086,3730,201010,US,105600,45408,502,502,502,963,11.6279,35.0877,55.3571,1.7412,8.3153,28.8773,18.5533
HPE UN Equity,Hewlett Packard Enterprise Co,2018,US42824C1099,3570,452020,US,60000,55493,1667,1667,1667,4880,52.7132,52.6316,62.5,1.0083,3.2644,8.536,29.9203
UCTT UW Equity,Ultra Clean Holdings Inc,2018,US90385V1070,3674,453010,US,4280,965.477,13.287,13.287,13.287,144.145,1.5504,19.2982,51.7857,0.8803,4.7873,9.9364,16.0362
GIS UN Equity,General Mills Inc,2018,US3703341046,2040,302020,US,40000,30624,219.1,0,0,399,44.186,49.1228,71.4286,1.6253,8.1279,40.7107,34.5328
WST UN Equity,West Pharmaceutical Services Inc,2018,US9553061055,3060,352030,US,7700,1978.9,40.3,40.3,40.3,337.4,37.2093,24.5614,66.0714,3.9651,10.7713,15.4622,31.7573
GPC UN Equity,Genuine Parts Co,2018,US3724601055,5013,255010,US,50000,12683.04,0,0,0,333.547,24.031,14.0351,55.3571,1.8328,6.4591,23.62,32.794
INGN UW Equity,Inogen Inc,2018,US45780L1044,3842,351010,US,770,375.898,7.029,7.029,7.029,196.634,,24.5614,57.1429,7.3683,15.9285,19.2924,49.8672
